,0
413,4.338549459776499
414,4.272725031998758
415,4.31407303811497
416,4.250319544083715
417,4.101279974268463
418,4.456933424977196
419,4.320551456444834
420,4.210688808226229
421,4.2902083196372125
422,4.406432821125461
423,4.282746816622668
424,4.343958621799664
425,4.3150346237073816
426,4.236339060353468
427,4.271420394090803
428,4.298739594216869
429,4.22596540336147
430,4.309885731242722
431,4.307974151041164
432,4.2902083196372125
433,4.343373746891353
434,4.290727727311407
435,4.444083589750128
436,4.3564337439720395
437,4.406432821125461
438,4.218000722986362
439,4.232163647204647
440,4.3150346237073816
441,4.101279974268463
442,4.402819627816543
443,4.290727727311407
444,4.377304813672108
445,4.245845797141591
446,4.087755256405821
447,4.306647789017158
448,4.349616107725362
449,4.343958621799664
450,4.410148101528143
451,4.3150346237073816
452,4.444083589750128
453,4.2438808010468225
454,4.393880688612754
455,4.310962958585423
456,4.406432821125461
457,4.208816642239056
458,4.291779990222427
459,4.192168901331044
460,4.333008006482979
461,4.2844019729763225
462,4.290727727311407
463,4.343373746891353
464,4.121810923666409
465,4.277984955268658
466,4.406432821125461
467,4.349616107725362
468,4.269973088363196
469,4.343373746891353
470,4.37423414561835
471,4.417905127034738
472,4.095202568004439
473,4.277984955268658
474,4.283332305906567
475,4.298739594216869
476,4.296024350332376
477,4.212093163045049
478,4.522879171124218
479,4.298739594216869
480,4.121810923666409
481,4.095202568004439
482,4.357532416825583
483,4.343373746891353
484,4.368136819142661
485,4.273984451229164
486,4.540250086771786
487,4.172503018727996
488,4.310962958585423
489,4.523200935982887
490,4.416585145504279
491,4.540250086771786
492,4.464168671513356
493,4.1495374474106015
494,4.269973088363196
495,4.368136819142661
496,4.368136819142661
497,4.397295027884723
498,4.266182379099885
499,4.406432821125461
500,4.368136819142661
501,4.343373746891353
502,4.27837447499022
503,4.368396704387125
504,4.224866207361021
505,4.444083589750128
506,4.343373746891353
507,4.425084515456982
508,4.233361696741901
509,4.333917636389971
510,4.293683993510733
511,4.306647789017158
512,4.229356967043021
513,4.348988980934628
514,4.332343281518713
515,4.277984955268658
516,4.406432821125461
517,4.204928522078164
518,4.189133154501267
519,4.277236424785966
520,4.343373746891353
521,4.3307083737889105
522,4.327274117594525
523,4.416614396653541
524,4.368136819142661
525,4.416614396653541
526,4.271420394090803
527,4.269973088363196
528,4.226583447422617
529,4.290727727311407
530,4.464146450360672
531,4.172503018727996
532,4.368136819142661
533,4.343373746891353
534,4.368136819142661
535,4.406432821125461
536,4.540250086771786
537,4.497829374093882
538,4.266568506587267
539,4.268168420534001
540,4.142268242845124
541,4.210688808226229
542,4.282746816622668
543,4.245845797141591
544,4.417905127034738
545,4.224206042701888
546,4.2719173677377755
547,4.272491588269168
548,4.368136819142661
549,4.310962958585423
550,4.39689384663778
551,4.204637066839403
552,4.187496714065809
553,4.218000722986362
554,4.357303907887616
555,4.296024350332376
556,4.540250086771786
557,4.3550093268759325
558,4.306647789017158
559,4.293246227217379
560,4.172503018727996
561,4.523200935982887
562,4.368136819142661
563,4.269973088363196
564,4.290727727311407
565,4.3150346237073816
566,4.310962958585423
567,4.523200935982887
568,4.306647789017158
569,4.391538034856887
570,4.343373746891353
571,4.343373746891353
572,4.343373746891353
573,4.210688808226229
574,4.441657917894683
575,4.306647789017158
576,4.540250086771786
577,4.540250086771786
578,4.29657352085839
579,4.5278350483917285
580,4.3427506210170455
581,4.343373746891353
582,4.297156235353404
583,4.343958621799664
584,4.305546820996024
585,4.292175033039014
586,4.101279974268463
587,4.368136819142661
588,4.464146450360672
589,4.349616107725362
590,4.348988980934628
591,4.444083589750128
592,4.210688808226229
593,4.121810923666409
594,4.357303907887616
595,4.172503018727996
596,4.297642613724608
597,4.2007708721766015
598,4.37423414561835
599,4.306647789017158
600,4.329011646368018
601,4.379818597449678
602,4.416585145504279
603,4.444083589750128
604,4.310962958585423
605,4.327611081899679
606,4.329011646368018
607,4.273984451229164
608,4.2131905257380025
609,4.333008006482979
610,4.406432821125461
611,4.101279974268463
612,4.280194472628626
613,4.1353740297156705
614,4.447097299571773
615,4.170446790641707
616,4.346295902302185
617,4.343373746891353
618,4.290727727311407
619,4.101279974268463
620,4.277984955268658
621,4.291902515874739
622,4.406432821125461
623,4.210688808226229
624,4.343373746891353
625,4.347344614440798
626,4.282900269009347
627,4.368136819142661
628,4.095202568004439
629,4.250319544083715
630,4.095202568004439
631,4.2288941146683525
632,4.245845797141591
633,4.329011646368018
634,4.348988980934628
635,4.2358920933071795
636,4.280194472628626
637,4.274205448461843
638,4.368136819142661
639,4.349616107725362
640,4.291953438988336
641,4.272491588269168
642,4.247772706977812
643,4.095202568004439
644,4.315685745989153
645,4.266427368494926
646,4.1353740297156705
647,4.406432821125461
648,4.343373746891353
649,4.351109230852039
650,4.348988980934628
651,4.210688808226229
652,4.277984955268658
653,4.339383258018541
654,4.280082449735787
655,4.2131905257380025
656,4.368136819142661
657,4.306647789017158
658,4.30554412940458
659,4.2902083196372125
660,4.1353740297156705
661,4.320551456444834
662,4.349616107725362
663,4.291953438988336
664,4.17469823699009
665,4.4599992076909345
666,4.2723673481674425
667,4.30801234160631
668,4.406432821125461
669,4.2260341739823435
670,4.539928321913116
671,4.539928321913116
672,4.092132898083195
673,4.37423414561835
674,4.368136819142661
675,4.2902083196372125
676,4.260688500178432
677,4.306647789017158
678,4.226583447422617
679,4.226583447422617
680,4.189133154501267
681,4.348988980934628
682,4.30554412940458
683,4.101279974268463
684,4.274596543593031
685,4.273984451229164
686,4.516806927174643
687,4.346295902302185
688,4.310073671563118
689,4.172503018727996
690,4.343958621799664
691,4.368136819142661
692,4.347344614440798
693,4.210688808226229
694,4.189133154501267
695,4.368136819142661
696,4.210688808226229
697,4.487048264769306
698,4.266182379099885
699,4.310962958585423
700,4.303978758405359
701,4.406432821125461
702,4.349616107725362
703,4.3460367709637495
704,4.177658202433872
705,4.272491588269168
706,4.095202568004439
707,4.416614396653541
708,4.37423414561835
709,4.348988980934628
710,4.157206851098172
711,4.226583447422617
712,4.279552563299931
713,4.338549459776499
714,4.3150346237073816
715,4.368136819142661
716,4.30554412940458
717,4.444083589750128
718,4.358184580496385
719,4.209887793449478
720,4.348988980934628
721,4.21792286110326
722,4.2902083196372125
723,4.539928321913116
724,4.269973088363196
725,4.3150346237073816
726,4.3460367709637495
727,4.3307083737889105
728,4.351104616185076
729,4.266182379099885
730,4.341482851703618
731,4.329011646368018
732,4.238714635811756
733,4.3460367709637495
734,4.343958621799664
735,4.189133154501267
736,4.279454348062755
737,4.343958621799664
738,4.349616107725362
739,4.212093163045049
740,4.210688808226229
741,4.379818597449678
742,4.318979028136924
743,4.406432821125461
744,4.42549479067804
745,4.3307083737889105
746,4.4599992076909345
747,4.333831374164989
748,4.172503018727996
749,4.1353740297156705
750,4.210688808226229
751,4.318333352294991
752,4.3550093268759325
753,4.172503018727996
754,4.272433751524197
755,4.3550093268759325
756,4.210688808226229
757,4.278994396175681
758,4.444083589750128
759,4.377304813672108
760,4.280194472628626
761,4.310962958585423
762,4.296024350332376
763,4.266182379099885
764,4.121810923666409
765,4.30554412940458
766,4.3688394211356405
767,4.357303907887616
768,4.368136819142661
769,4.381184069983971
770,4.456933424977196
771,4.368136819142661
772,4.296024350332376
773,4.215087291007616
774,4.343373746891353
775,4.367840627309912
776,4.362010781249795
777,4.257968915669347
778,4.540250086771786
779,4.3150346237073816
780,4.245845797141591
781,4.116218582521511
782,4.3150346237073816
783,4.305546820996024
784,4.210688808226229
785,4.2007708721766015
786,4.269973088363196
787,4.210688808226229
788,4.172503018727996
789,4.42549479067804
790,4.30340207720396
791,4.464168671513356
792,4.23239947811778
793,4.269973088363196
794,4.281595204467195
795,4.210688808226229
796,4.274596543593031
797,4.540250086771786
798,4.315685745989153
799,4.357532416825583
800,4.258750212591693
801,4.349616107725362
802,4.2723673481674425
803,4.305546820996024
804,4.2288941146683525
805,4.347344614440798
806,4.406432821125461
807,4.266568506587267
808,4.523200935982887
809,4.121810923666409
810,4.306647789017158
811,4.272491588269168
812,4.34624447203999
813,4.235934889519332
814,4.277984955268658
815,4.2902083196372125
816,4.349616107725362
817,4.522879171124218
818,4.438121769862172
819,4.266568506587267
820,4.235621812566008
821,4.539928321913116
822,4.192168901331044
823,4.348988980934628
824,4.266568506587267
825,4.406432821125461
826,4.315685745989153
827,4.478225740199055
828,4.3550093268759325
829,4.305546820996024
830,4.368136819142661
831,4.3460367709637495
832,4.305546820996024
833,4.402819627816543
834,4.310962958585423
835,4.310962958585423
836,4.3150346237073816
837,4.540250086771786
838,4.122579786077431
839,4.343373746891353
840,4.289497255874059
841,4.275789119058359
842,4.348988980934628
843,4.3150346237073816
844,4.417905127034738
845,4.406432821125461
846,4.306892047241384
847,4.277984955268658
848,4.539928321913116
849,4.371859255133287
850,4.172503018727996
851,4.329011646368018
852,4.228421199166119
853,4.425084515456982
854,4.343373746891353
855,4.444083589750128
856,4.266571931617923
857,4.266182379099885
858,4.522879171124218
859,4.095202568004439
860,4.343373746891353
861,4.348988980934628
862,4.37423414561835
863,4.277984955268658
864,4.1353740297156705
865,4.349616107725362
866,4.406432821125461
867,4.189133154501267
868,4.2723673481674425
869,4.406432821125461
870,4.210688808226229
871,4.539928321913116
872,4.416614396653541
873,4.368136819142661
874,4.523200935982887
875,4.172503018727996
876,4.172503018727996
877,4.349616107725362
878,4.315685745989153
879,4.269973088363196
880,4.210688808226229
881,4.368396704387125
882,4.305546820996024
883,4.296024350332376
884,4.406432821125461
885,4.271420394090803
886,4.121810923666409
887,4.292175033039014
888,4.37423414561835
889,4.357532416825583
890,4.298739594216869
891,4.2438808010468225
892,4.34499084896257
893,4.271420394090803
894,4.444083589750128
895,4.5278350483917285
896,4.3961473126753665
897,4.523200935982887
898,4.3550093268759325
899,4.266568506587267
900,4.279552563299931
901,4.222404853084991
902,4.4599992076909345
903,4.280194472628626
904,4.42549479067804
905,4.523200935982887
906,4.269973088363196
907,4.368136819142661
908,4.308457122829571
909,4.540250086771786
910,4.298739594216869
911,4.243915683826624
912,4.397295027884723
913,4.1353740297156705
914,4.357303907887616
915,4.464168671513356
916,4.272433751524197
917,4.349616107725362
918,4.290727727311407
919,4.3781593184864676
920,4.320680487198126
921,4.210688808226229
922,4.333008006482979
923,4.210688808226229
924,4.406432821125461
925,4.226583447422617
926,4.282746816622668
927,4.283332305906567
928,4.116218582521511
929,4.266568506587267
930,4.306647789017158
931,4.343373746891353
932,4.368136819142661
933,4.348988980934628
934,4.523200935982887
935,4.2902083196372125
936,4.268476470777611
937,4.195412149815484
938,4.172503018727996
939,4.250319544083715
940,4.368396704387125
941,4.3150346237073816
942,4.306892047241384
943,4.095202568004439
944,4.39689384663778
945,4.277236424785966
946,4.31407303811497
947,4.42549479067804
948,4.210688808226229
949,4.406432821125461
950,4.348988980934628
951,4.285307977324035
952,4.077194289830147
953,4.172503018727996
954,4.2311059894787215
955,4.523200935982887
956,4.348988980934628
957,4.298739594216869
958,4.3150346237073816
959,4.343373746891353
960,4.309885731242722
961,4.116218582521511
962,4.2438808010468225
963,4.172503018727996
964,4.189133154501267
965,4.172503018727996
966,4.2902083196372125
967,4.343373746891353
968,4.416614396653541
969,4.5278350483917285
970,4.210688808226229
971,4.330246337180221
972,4.416614396653541
973,4.266182379099885
974,4.266182379099885
975,4.3150346237073816
976,4.306647789017158
977,4.539928321913116
978,4.343373746891353
979,4.456933424977196
980,4.291953438988336
981,4.116218582521511
982,4.226507365516703
983,4.305546820996024
984,4.306647789017158
985,4.4343204299508505
986,4.357303907887616
987,4.34499084896257
988,4.172503018727996
989,4.329011646368018
990,4.172503018727996
991,4.275789119058359
992,4.275789119058359
993,4.277743743186658
994,4.242803834121464
995,4.2902083196372125
996,4.349880939286954
997,4.42549479067804
998,4.277984955268658
999,4.351109230852039
1000,4.1353740297156705
1001,4.406432821125461
1002,4.540250086771786
1003,4.306647789017158
1004,4.190621414492475
1005,4.2902083196372125
1006,4.3150346237073816
1007,4.121810923666409
1008,4.368136819142661
1009,4.379818597449678
1010,4.2844019729763225
1011,4.368136819142661
1012,4.368136819142661
1013,4.172503018727996
1014,4.2902083196372125
1015,4.377804218745439
1016,4.320551456444834
1017,4.357303907887616
1018,4.357532416825583
1019,4.371859255133287
1020,4.379818597449678
1021,4.189133154501267
1022,4.297642613724608
1023,4.290727727311407
1024,4.2902083196372125
1025,4.291953438988336
1026,4.277236424785966
1027,4.2902083196372125
1028,4.329011646368018
1029,4.332343281518713
1030,4.095202568004439
1031,4.343373746891353
1032,4.343373746891353
1033,4.1353740297156705
1034,4.393880688612754
1035,4.351104616185076
1036,4.406432821125461
1037,4.377304813672108
1038,4.296024350332376
1039,4.423017915467484
1040,4.189133154501267
1041,4.286833975098814
1042,4.291953438988336
1043,4.539928321913116
1044,4.172503018727996
1045,4.277984955268658
1046,4.1353740297156705
1047,4.3427506210170455
1048,4.245845797141591
1049,4.6221454666349295
1050,4.121810923666409
1051,4.095202568004439
1052,4.343373746891353
1053,4.2039542587080785
1054,4.406432821125461
1055,4.2907100624186025
1056,4.349880939286954
1057,4.196837129942702
1058,4.250319544083715
1059,4.210688808226229
1060,4.269973088363196
1061,4.283800985963821
1062,4.348988980934628
1063,4.406432821125461
1064,4.275789119058359
1065,4.263435866737172
1066,4.357303907887616
1067,4.291902515874739
1068,4.444083589750128
1069,4.210688808226229
1070,4.2902083196372125
1071,4.368136819142661
1072,4.277984955268658
1073,4.296024350332376
1074,4.27837447499022
1075,4.406432821125461
1076,4.343373746891353
1077,4.417758236069591
1078,4.310962958585423
1079,4.464168671513356
1080,4.306647789017158
1081,4.377804218745439
1082,4.215087291007616
1083,4.277984955268658
1084,4.23239947811778
1085,4.205329210008225
1086,4.31407303811497
1087,4.540250086771786
1088,4.36053424031957
1089,4.133055374402633
1090,4.343373746891353
1091,4.349616107725362
1092,4.121810923666409
1093,4.245845797141591
1094,4.172503018727996
1095,4.330246337180221
1096,4.2902083196372125
1097,4.393880688612754
1098,4.316958441361014
1099,4.172503018727996
1100,4.343373746891353
1101,4.340364782993449
1102,4.406432821125461
1103,4.406432821125461
1104,4.343373746891353
1105,4.306647789017158
1106,4.121810923666409
1107,4.3550093268759325
1108,4.2902083196372125
1109,4.275789119058359
1110,4.329011646368018
1111,4.406432821125461
1112,4.23239947811778
1113,4.3460367709637495
1114,4.238714635811756
1115,4.406432821125461
1116,4.263435866737172
1117,4.343373746891353
1118,4.172503018727996
1119,4.2902083196372125
1120,4.3460367709637495
1121,4.406432821125461
1122,4.277984955268658
1123,4.191138728506287
1124,4.27837447499022
1125,4.343373746891353
1126,4.539928321913116
1127,4.1353740297156705
1128,4.343373746891353
1129,4.280194472628626
1130,4.357303907887616
1131,4.444083589750128
1132,4.540250086771786
1133,4.348988980934628
1134,4.172503018727996
1135,4.31445503070267
1136,4.271420394090803
1137,4.306892047241384
1138,4.343958621799664
1139,4.368136819142661
1140,4.288532037412224
1141,4.2260341739823435
1142,4.266182379099885
1143,4.326863896498666
1144,4.407671615672197
1145,4.2902083196372125
1146,4.406432821125461
1147,4.348988980934628
1148,4.497829374093882
1149,4.293246227217379
1150,4.212833512436896
1151,4.392796377868531
1152,4.310962958585423
1153,4.381100265718586
1154,4.444083589750128
1155,4.2519931625758
1156,4.362010781249795
1157,4.3246056600662435
1158,4.349878832418495
1159,4.275789119058359
1160,4.368136819142661
1161,4.2844019729763225
1162,4.332343281518713
1163,4.2902083196372125
1164,4.362010781249795
1165,4.271420394090803
1166,4.329011646368018
1167,4.290727727311407
1168,4.306647789017158
1169,4.406432821125461
1170,4.172503018727996
1171,4.343373746891353
1172,4.349616107725362
1173,4.444083589750128
1174,4.444083589750128
1175,4.271420394090803
1176,4.269973088363196
1177,4.172503018727996
1178,4.540250086771786
1179,4.101279974268463
1180,4.272491588269168
1181,4.4523461844040355
1182,4.267965266108934
1183,4.290727727311407
1184,4.269973088363196
1185,4.092132898083195
1186,4.357303907887616
1187,4.540250086771786
1188,4.456933424977196
1189,4.389175142010115
1190,4.310962958585423
1191,4.3150346237073816
1192,4.539928321913116
1193,4.343373746891353
1194,4.260688500178432
1195,4.368396704387125
1196,4.172503018727996
1197,4.186226132693026
1198,4.271420394090803
1199,4.343373746891353
1200,4.271420394090803
1201,4.368136819142661
1202,4.406432821125461
1203,4.406432821125461
1204,4.388666580106433
1205,4.1947694460711835
1206,4.296024350332376
1207,4.210688808226229
1208,4.291953438988336
1209,4.450456988721328
1210,4.087755256405821
1211,4.101279974268463
1212,4.444083589750128
1213,4.333008006482979
1214,4.540250086771786
1215,4.31407303811497
1216,4.116218582521511
1217,4.368136819142661
1218,4.095202568004439
1219,4.523200935982887
1220,4.406432821125461
1221,4.523200935982887
1222,4.226583447422617
1223,4.116218582521511
1224,4.2902083196372125
1225,4.233847600395662
1226,4.368136819142661
1227,4.189133154501267
1228,4.315685745989153
1229,4.355433914156074
1230,4.406432821125461
1231,4.209887793449478
1232,4.375803023932682
1233,4.315685745989153
1234,4.210688808226229
1235,4.447097299571773
1236,4.271420394090803
1237,4.540250086771786
1238,4.2004082193998675
1239,4.277984955268658
1240,4.362010781249795
1241,4.366522139434362
1242,4.310962958585423
1243,4.315623094844342
1244,4.2131905257380025
1245,4.368136819142661
1246,4.296024350332376
1247,4.280082449735787
1248,4.4291968887319335
1249,4.196837129942702
1250,4.283800985963821
1251,4.210963344762275
1252,4.271420394090803
1253,4.31407303811497
1254,4.101279974268463
1255,4.377304813672108
1256,4.343373746891353
1257,4.186226132693026
1258,4.258750212591693
1259,4.4291968887319335
1260,4.349616107725362
1261,4.230025899260664
1262,4.349878832418495
1263,4.348988980934628
1264,4.406432821125461
1265,4.31407303811497
1266,4.238714635811756
1267,4.218000722986362
1268,4.343373746891353
1269,4.296024350332376
1270,4.368136819142661
1271,4.444083589750128
1272,4.275789119058359
1273,4.397295027884723
1274,4.283332305906567
1275,4.406432821125461
1276,4.380864621647476
1277,4.23239947811778
1278,4.215087291007616
1279,4.210688808226229
1280,4.308457122829571
1281,4.523200935982887
1282,4.339823882663333
1283,4.522879171124218
1284,4.397295027884723
1285,4.186226132693026
1286,4.215087291007616
1287,4.523200935982887
1288,4.343373746891353
1289,4.2902083196372125
1290,4.416614396653541
1291,4.231064246627858
1292,4.296024350332376
1293,4.291953438988336
1294,4.172503018727996
1295,4.444083589750128
1296,4.474051014087176
1297,4.209887793449478
1298,4.306647789017158
1299,4.306647789017158
1300,4.262068726939255
1301,4.281994925573284
1302,4.357303907887616
1303,4.4638246855020025
1304,4.238714635811756
1305,4.269973088363196
1306,4.092132898083195
1307,4.329011646368018
1308,4.293246227217379
1309,4.523200935982887
1310,4.121810923666409
1311,4.291953438988336
1312,4.349880939286954
1313,4.101279974268463
1314,4.3150346237073816
1315,4.291953438988336
1316,4.278994396175681
1317,4.294491171552979
1318,4.522879171124218
1319,4.348988980934628
1320,4.397295027884723
1321,4.296024350332376
1322,4.291953438988336
1323,4.343373746891353
1324,4.31407303811497
1325,4.260830384283616
1326,4.441657917894683
1327,4.523200935982887
1328,4.2430303074163
1329,4.244075301388451
1330,4.34624447203999
1331,4.360016590534096
1332,4.290727727311407
1333,4.101279974268463
1334,4.101279974268463
1335,4.4421080328901645
1336,4.099078254359171
1337,4.277032893801516
1338,4.368136819142661
1339,4.271420394090803
1340,4.116218582521511
1341,4.189133154501267
1342,4.540250086771786
1343,4.4599992076909345
1344,4.31407303811497
1345,4.2131905257380025
1346,4.368136819142661
1347,4.172503018727996
